,SVM,RF,GB
0,0.7251908396946565,0.7480916030534351,0.72264631043257
1,0.7760814249363868,0.7633587786259542,0.7735368956743003
2,0.8193384223918575,0.7913486005089059,0.7557251908396947
3,0.7735368956743003,0.7709923664122137,0.7557251908396947
4,0.7582697201017812,0.7302798982188295,0.732824427480916
5,0.7786259541984732,0.7709923664122137,0.7862595419847328
6,0.7704081632653061,0.7831632653061225,0.75
7,0.7576530612244898,0.7576530612244898,0.7627551020408163
8,0.7627551020408163,0.7602040816326531,0.7627551020408163
9,0.75,0.7321428571428571,0.7551020408163265
