,SVM,RF,GB
0,0.8746166895021856,0.829320806420043,0.8586073595615581
1,0.8332016447633638,0.8329597677981134,0.8236394420704668
2,0.8530436184794,0.8369991131177941,0.8315810690961863
3,0.8315407562686448,0.8615738127872289,0.8544142546158189
4,0.8591631057002338,0.8588889784729501,0.8415705877610256
