,SVM,RF,GB
0,0.6170212765957447,0.6595744680851063,0.5319148936170213
1,0.5531914893617021,0.6382978723404256,0.5106382978723404
2,0.723404255319149,0.8085106382978723,0.6382978723404256
3,0.7021276595744681,0.723404255319149,0.7021276595744681
4,0.6595744680851063,0.8085106382978723,0.5319148936170213
5,0.8085106382978723,0.6382978723404256,0.7021276595744681
6,0.6956521739130435,0.9130434782608695,0.6086956521739131
7,0.6521739130434783,0.6521739130434783,0.6086956521739131
8,0.5869565217391305,0.6086956521739131,0.6304347826086957
9,0.6304347826086957,0.6739130434782609,0.5434782608695652
