,SVM,RF,GB
0,0.7163120567375887,0.7943262411347518,0.8652482269503546
1,0.4893617021276596,0.900709219858156,0.7092198581560284
2,0.624113475177305,0.9432624113475178,0.8546099290780143
3,0.8014184397163121,0.6808510638297872,0.6702127659574468
4,0.6737588652482269,0.5531914893617021,0.6028368794326241
5,0.8581560283687943,0.7234042553191489,0.7588652482269503
6,0.9021739130434783,0.720108695652174,0.6331521739130435
7,0.6304347826086957,0.7065217391304348,0.3260869565217391
8,0.7880434782608696,0.7663043478260869,0.5516304347826088
9,0.7608695652173912,0.7318840579710145,0.6376811594202899
