,SVM,RF,GB
0,0.6914893617021277,0.7127659574468085,0.6382978723404256
1,0.7526881720430108,0.7741935483870968,0.5053763440860215
2,0.7634408602150538,0.6559139784946236,0.5806451612903226
3,0.6774193548387096,0.6559139784946236,0.46236559139784944
4,0.6451612903225806,0.6989247311827957,0.6774193548387096
