,SVM,RF,GB
0,0.782051282051282,0.7435897435897436,0.717948717948718
1,0.7848101265822784,0.8227848101265823,0.8354430379746836
2,0.759493670886076,0.7974683544303798,0.7721518987341772
3,0.7721518987341772,0.810126582278481,0.810126582278481
4,0.7974683544303798,0.7848101265822784,0.810126582278481
