,SVM,RF,GB
0,0.7438236213905972,0.7958407171896174,0.7868758469717503
1,0.7234962993849682,0.7253205462316272,0.6950901699155634
2,0.7117863720073665,0.7378058405682715,0.7502236253617469
3,0.7358228511530398,0.7470125786163522,0.7022012578616351
4,0.7657756813417191,0.7591719077568133,0.7725366876310272
