Unnamed: 0,SVM,RF,GB,Arquivo,Dataset,Imputer,Métrica
3,0.5652173913043478,0.6956521739130435,0.8695652173913043,hosp4_LPMD2_spe.csv,4,LPMD2,Specificity
4,0.782608695652174,0.6521739130434783,0.782608695652174,hosp4_LPMD2_spe.csv,4,LPMD2,Specificity
0,0.7438236213905972,0.7958407171896174,0.7868758469717503,hosp3_Mean_auc.csv,3,Mean,AUC
1,0.7234962993849682,0.7253205462316272,0.6950901699155634,hosp3_Mean_auc.csv,3,Mean,AUC
2,0.7117863720073665,0.7378058405682715,0.7502236253617469,hosp3_Mean_auc.csv,3,Mean,AUC
3,0.7358228511530398,0.7470125786163522,0.7022012578616351,hosp3_Mean_auc.csv,3,Mean,AUC
4,0.7657756813417191,0.7591719077568133,0.7725366876310272,hosp3_Mean_auc.csv,3,Mean,AUC
0,0.7530490983008443,0.7913061607422078,0.7988116334827479,hosp3_SAEI_auc.csv,3,SAEI,AUC
1,0.7251902428854373,0.7571145627019702,0.714583550505577,hosp3_SAEI_auc.csv,3,SAEI,AUC
2,0.7128650355169692,0.728282031044462,0.7538542488818732,hosp3_SAEI_auc.csv,3,SAEI,AUC
