,SVM,RF,GB
0,0.72264631043257,0.7582697201017812,0.7582697201017812
1,0.7811704834605598,0.7735368956743003,0.7633587786259542
2,0.7684478371501272,0.7964376590330788,0.7786259541984732
3,0.7735368956743003,0.7709923664122137,0.7684478371501272
4,0.727735368956743,0.7022900763358778,0.7048346055979644
5,0.7709923664122137,0.7735368956743003,0.7608142493638677
6,0.7831632653061225,0.7576530612244898,0.7602040816326531
7,0.7551020408163265,0.75,0.7321428571428571
8,0.7525510204081632,0.7525510204081632,0.7806122448979592
9,0.7678571428571429,0.7321428571428571,0.7525510204081632
