,SVM,RF,GB
0,0.7375886524822695,0.7872340425531914,0.8687943262411347
1,0.6737588652482269,0.7801418439716312,0.5886524822695035
2,0.7163120567375887,0.9219858156028369,0.7943262411347518
3,0.75177304964539,0.6808510638297872,0.6879432624113475
4,0.6879432624113475,0.553191489361702,0.45390070921985815
5,0.8368794326241136,0.6666666666666666,0.7269503546099291
6,0.9239130434782609,0.8858695652173912,0.7391304347826088
7,0.5869565217391304,0.701086956521739,0.44565217391304346
8,0.8043478260869565,0.828804347826087,0.36413043478260865
9,0.7681159420289855,0.8478260869565217,0.6304347826086956
