,SVM,RF,GB
0,0.8648137274091473,0.8498727735368957,0.8352580413649117
1,0.8421739414105827,0.8130749657467216,0.8284073856592941
2,0.8996542049977164,0.8784497944803289,0.8670972793110198
3,0.7590526521824232,0.8058328440007829,0.7749070268154238
4,0.8650747047693613,0.8543746330005872,0.8523520584589287
5,0.8840608077249299,0.859496313694787,0.8314412474717817
6,0.8257015306122449,0.8176020408163266,0.8236607142857143
7,0.8300701530612244,0.8518813775510203,0.8338010204081632
8,0.8520727040816327,0.8687499999999999,0.8455994897959185
9,0.8630739795918367,0.8552933673469388,0.8529336734693876
