,SVM,RF,GB
0,0.6170212765957447,0.7021276595744681,0.5106382978723404
1,0.5957446808510638,0.574468085106383,0.5957446808510638
2,0.6382978723404256,0.8297872340425532,0.6595744680851063
3,0.7021276595744681,0.7021276595744681,0.6170212765957447
4,0.6595744680851063,0.8297872340425532,0.7021276595744681
5,0.7872340425531915,0.6382978723404256,0.44680851063829785
6,0.717391304347826,0.8913043478260869,0.7391304347826086
7,0.6739130434782609,0.5434782608695652,0.5434782608695652
8,0.5652173913043478,0.5652173913043478,0.5652173913043478
9,0.5869565217391305,0.6956521739130435,0.5
