,SVM,RF,GB
0,0.7021276595744681,0.7872340425531915,0.524822695035461
1,0.75177304964539,0.8581560283687943,0.75177304964539
2,0.31205673758865243,0.9361702127659575,0.8723404255319149
3,0.8014184397163121,0.6737588652482269,0.6631205673758864
4,0.7021276595744681,0.624113475177305,0.36170212765957444
5,0.8368794326241135,0.7446808510638299,0.8085106382978723
6,0.10326086956521738,0.7065217391304348,0.7010869565217391
7,0.6358695652173914,0.733695652173913,0.3559782608695652
8,0.7989130434782609,0.8315217391304347,0.5597826086956521
9,0.7681159420289855,0.7608695652173914,0.6268115942028986
